"","shop","URL","type","name","ingredients","Valeurs Energétiques en Kj (ap100g/ml)","Valeurs Energétiques en Kcal (ap100g/ml)","Matières grasses (en g) (ap100g/ml)","dont acides gras saturés (en g) (ap100g/ml)","Glucides (en g) (ap100g/ml)","dont sucres (en g) (ap100g/ml)","Protéines (en g) (ap100g/ml)","Sel (en g) (ap100g/ml)","Valeurs Energétiques en Kj (ap_jour_%)","Valeurs Energétiques en Kcal (ap_jour_%)","Matières grasses (en g) (ap_jour_%)","dont acides gras saturés (en g) (ap_jour_%)","Glucides (en g) (ap_jour_%)","dont sucres (en g) (ap_jour_%)","Protéines (en g) (ap_jour_%)","Sel (en g) (ap_jour_%)","Fibres alimentaires (en g) (ap100g/ml)","Fibres alimentaires (en g) (ap_jour_%)","Vitamine D (en µg) (ap100g/ml)","Calcium (en mg) (ap100g/ml)","Vitamine D (en µg) (ap_jour_%)","Calcium (en mg) (ap_jour_%)","Amidon (en g) (ap100g/ml)","Vitamine E (en mg) (ap100g/ml)","Vitamine C (en mg) (ap100g/ml)","Vitamine B6 (en mg) (ap100g/ml)","Potassium (en mg) (ap100g/ml)","Chlorure (en mg) (ap100g/ml)","Magnésium (en mg) (ap100g/ml)","Zinc (en mg) (ap100g/ml)","Amidon (en g) (ap_jour_%)","Vitamine E (en mg) (ap_jour_%)","Vitamine C (en mg) (ap_jour_%)","Vitamine B6 (en mg) (ap_jour_%)","Potassium (en mg) (ap_jour_%)","Chlorure (en mg) (ap_jour_%)","Magnésium (en mg) (ap_jour_%)","Zinc (en mg) (ap_jour_%)","Vitamine A (en µg) (ap100g/ml)","Vitamine K (en µg) (ap100g/ml)","Thiamine (en mg) (ap100g/ml)","Riboflavine (en mg) (ap100g/ml)","Niacine (en mg) (ap100g/ml)","Acide folique (en µg) (ap100g/ml)","Vitamine B12 (en µg) (ap100g/ml)","Acide pantothénique (en mg) (ap100g/ml)","Phosphore (en mg) (ap100g/ml)","Fer (en mg) (ap100g/ml)","Cuivre (en mg) (ap100g/ml)","Manganèse (en mg) (ap100g/ml)","Fluorure (en mg) (ap100g/ml)","Iode (en µg) (ap100g/ml)","Vitamine A (en µg) (ap_jour_%)","Vitamine K (en µg) (ap_jour_%)","Thiamine (en mg) (ap_jour_%)","Riboflavine (en mg) (ap_jour_%)","Niacine (en mg) (ap_jour_%)","Acide folique (en µg) (ap_jour_%)","Vitamine B12 (en µg) (ap_jour_%)","Acide pantothénique (en mg) (ap_jour_%)","Phosphore (en mg) (ap_jour_%)","Fer (en mg) (ap_jour_%)","Cuivre (en mg) (ap_jour_%)","Manganèse (en mg) (ap_jour_%)","Fluorure (en mg) (ap_jour_%)","Iode (en µg) (ap_jour_%)"
"314","Auchan","https://www.auchan.fr/la-fermiere-yaourt-aromatise-au-citron-presse-4x125g/pr-230365","adult","La Fermière Yaourt arômatisé au citron pressé 4x125g","LAIT entier, sucre 9%, LAIT écrémé en poudre, ferments lactiques, jus de citron frais, infusion de de zestes de citron.","
            403
        ","
            96
        ","
            3.3
        ","
            1.9
        ","
            13
        ","
            13
        ","
            3
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-la-cerise-2x150g/pr-293579","adult","Mamie Nova Yaourt brassé à la cerise 2x150g","Ingrédients : LAIT entier, fruits 18% : cerise griotte, sucre 10,3%, protéines de LAIT, jus de raisin concentré, amidon modifié, épaississant : carraghénanes, ferments lactiques (LAIT), arôme.","
            425
        ","
            101
        ","
            2.5
        ","
            1.6
        ","
            16
        ","
            16
        ","
            3.4
        ","
            0.14
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.3
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-au-litchi-2x150g/pr-113894","adult","MAMIE NOVA Yaourt brassé au litchi 2x150g","LAIT entier, fruits 18% : litchi, sucre 9,5%, protéines de lait, amidon modifié, arôme naturel de rose, arôme, épaississant : carraghénanes, colorant : anthocyanes, ferments lactiques (LAIT).","
            404
        ","
            96
        ","
            2.4
        ","
            1.6
        ","
            15
        ","
            14
        ","
            3.4
        ","
            0.08
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-l-ananas-et-passion-2x150g/pr-18968","adult","MAMIE NOVA Yaourt brassé à l'ananas et passion 2x150g","Ingrédients : LAIT entier, fruits 18% : ananas 11,6% - jus de fruit de la passion 6,4%, sucre 9,2%, protéines de LAIT, amidon modifié, épaississant : carraghénanes, arômes, CREME, ferments lactiques (LAIT), colorants : extrait de paprika - lutéine.","
            386
        ","
            92
        ","
            2.4
        ","
            1.6
        ","
            14
        ","
            13
        ","
            3.4
        ","
            0.14
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.2
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-la-noix-de-coco-2x150g/pr-293578","adult","Mamie Nova Yaourt brassé à la noix de coco 2x150g","Ingrédients : LAIT entier, CREME, LACTOSE et minéraux du LAIT, sucres 10,8%, noix de coco 5,3% (crème de coco reconstituée (LAIT) 4,6%, noix de coco râpée 0,7%), protéines de LAIT, amidon modifié, arômes, épaississants : gomme guar - pectines, ferments lactiques (LAIT).","
            579
        ","
            139
        ","
            7.3
        ","
            5.1
        ","
            15
        ","
            14
        ","
            3.1
        ","
            0.27
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.2
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Auchan","https://www.auchan.fr/auchan-bio-yaourt-au-lait-de-brebis-sur-lit-de-chataignes-2x125g/pr-791239","adult","AUCHAN BIO Yaourt au lait de brebis sur lit de châtaignes 2x125g","Lait  entier   de brebis* 84%, sucre*, châtaignes* 5.6%, extrait de vanille*, ferments lactiques (contient  lait ) *&#xa0;biologique  Elaboré à partir de lait origine France","
            529
        ","
            126
        ","
            6
        ","
            4.2
        ","
            13
        ","
            10.5
        ","
            4.6
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Auchan","https://www.auchan.fr/panier-de-yoplait-yaourt-bio-fraise-mure-6x110g/pr-316839","adult","Panier de Yoplait yaourt bio fraise mûre 6x110g","Mûre : Yaourt sucré* (LAIT entier* 73.7% - Sucre de canne* 7.1% - Poudre de LAIT écrémé*- Ferments LACTIQUES (LAIT)) - Préparation de fruits* (Mûre* 10% - Sucre de canne* 2.2% - Amidon de maïs* - Arôme naturel - Epaississant : Pectine). LAIT D'ORIGINE FRANCE. * issu de l’agriculture biologique  Fraise : Yaourt sucré* (LAIT entier* 73.7% - Sucre de canne* 7.1% - Poudre de LAIT écrémé* - Ferments LACTIQUES (LAIT)) - Préparation de fruits* (Fraise* 10% - Sucre de canne* 1.7% - Jus de carotte* - Amidon de maïs* - Jus de citron* - Arôme naturel - Epaississant : Pectine). LAIT D'ORIGINE FRANCE. * issu de l’agriculture biologique","
            402
        ","
            95
        ","
            2.7
        ","
            1.7
        ","
            13.6
        ","
            12.7
        ","
            3.2
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.3
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Auchan","https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-12x125g/pr-225694","adult","Activia Yaourts aux fruits bifidus  12x125g","LAIT entier (Origine: France) fruits (7,4% en moyenne) : mangue 8,3%, fraise 8,3%, ananas 8%, pruneau réhydraté 5% sucre (5,9% en moyenne) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440, carraghénanes / E407) jus concentré de carotte pourpre (dans variété fraise) concentré de carotte (dans variété ananas) concentrés de carotte et de citrouille (dans variété mangue) arômes naturels correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            371
        ","
            88
        ","
            3.3
        ","
            2.3
        ","
            11.2
        ","
            10.9
        ","
            3.3
        ","
            0.13
        ","
            6
        ","
            6
        ","
            6
        ","
            14
        ","
            5
        ","
            15
        ","
            8
        ","
            3
        ","0","0","0","
            118
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-la-mandarine-et-au-citron-vert-2x150g/pr-805764","adult","MAMIE NOVA Yaourt brassé à la mandarine et au citron vert 2x150g","Ingrédients : LAIT entier, sucre 10,7%, jus de citron vert 8,2%, mandarine 5%, protéines de LAIT, amidon modifié, épaississants : carraghénanes - gomme xanthane, arômes, ferments lactiques (LAIT), colorant : extrait de paprika.","
            408
        ","
            97
        ","
            2.6
        ","
            1.6
        ","
            15
        ","
            14
        ","
            3.3
        ","
            0.15
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Auchan","https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-cerise-4x125g/pr-225684","adult","Activia Yaourts aux fruits bifidus cerise  4x125g","LAIT entier (Origine: France) cerise (8%) sucre (6,2%) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1442, pectine / E440) arômes naturels concentré de carotte et de myrtille correcteur d'acidité (citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            377
        ","
            90
        ","
            3.4
        ","
            2.3
        ","
            11.4
        ","
            11
        ","
            3.3
        ","
            0.15
        ","
            6
        ","
            6
        ","
            6
        ","
            14
        ","
            5
        ","
            15
        ","
            8
        ","
            3
        ","0","0","0","
            116
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-la-framboise-2x150g/pr-242579","adult","MAMIE NOVA Yaourt brassé à la framboise 2x150g","Ingrédients : LAIT entier, framboise 16%, sucre 9,8%, protéines de LAIT, amidon de maïs, arôme naturel, jus concentré de carotte, épaississant : carraghénanes (extrait d’algues), concentré de carotte pourpre, ferments lactiques (LAIT).","
            384
        ","
            91
        ","
            2.4
        ","
            1.6
        ","
            13.6
        ","
            12.9
        ","
            3.4
        ","
            0.14
        ","
            19.6
        ","
            19.6
        ","
            3.4
        ","
            8
        ","
            5.4
        ","
            15.6
        ","
            7
        ","
            2.5
        ","
            0.8
        ","
            
        ","0","
            113
        ","0","
            14.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Auchan","https://www.auchan.fr/panier-de-yoplait-yaourt-a-la-cerise-4x130g/pr-298706","adult","PANIER DE YOPLAIT Yaourt à la cerise 4x130g","Ingrédients : Yaourt (LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES (LAIT)) - Sucre 8.7% - Cerise 8% - Eau - Jus de carotte - Amidon transformé de maïs - Epaississant : Carraghénanes - Arômes naturels. LAIT d’origine France","
            385
        ","
            91
        ","
            2.3
        ","
            1.5
        ","
            13.3
        ","
            12.8
        ","
            3.3
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Auchan","https://www.auchan.fr/la-fermiere-yaourt-a-la-mangue-2x150g/pr-303482","adult","LA FERMIERE Yaourt à la mangue 2x150g","LAIT entier, mangue purée 16%, crème, préparation aux graines de chia 10% (eau, sucre, graines de chia (Salvia hispanica) 9%, jus de citron concentré, fibres d'agrumes, stabilisant : pectine), passion purée 4%, sucre 3,5%, ferments lactiques.","
            507
        ","
            121
        ","
            6.3
        ","
            3.4
        ","
            13
        ","
            12
        ","
            2.3
        ","
            0.08
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Auchan","https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-abricot-4x125g/pr-225673","adult","Activia Yaourts aux fruits bifidus abricot  4x125g","LAIT entier (Origine: France) abricot (8%) sucre (6,3%) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) jus concentré de carotte correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) arômes naturels ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            372
        ","
            88
        ","
            3.3
        ","
            2.3
        ","
            11.3
        ","
            11
        ","
            3.3
        ","
            0.12
        ","
            6
        ","
            6
        ","
            6
        ","
            14
        ","
            5
        ","
            15
        ","
            8
        ","
            3
        ","0","0","0","
            117
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Auchan","https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-abricot-fraise-mangue-kiwi-8x125g/pr-225688","adult","Activia Yaourts aux fruits bifidus abricot-fraise-mangue-kiwi 8x125g","LAIT entier (Origine: France) fruits (8,2% en moyenne) : fraise 8,3%, mangue 8,3%, abricot 8%, kiwi 8% sucre (6,2% en moyenne) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440, carraghénanes / E407) jus concentrés de carottes (dans variétés fraise et abricot) concentrés de carotte et de citrouille (dans variété mangue) concentré de spiruline et de carthame (dans variété kiwi) arômes naturels correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            368
        ","
            88
        ","
            3.3
        ","
            2.3
        ","
            11.1
        ","
            10.9
        ","
            3.3
        ","
            0.14
        ","
            5
        ","
            5
        ","
            6
        ","
            14
        ","
            5
        ","
            15
        ","
            8
        ","
            3
        ","0","0","0","
            119
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Auchan","https://www.auchan.fr/panier-de-yoplait-yaourt-fraise-framboise-4x130g/pr-298704","adult","Panier de Yoplait yaourt fraise framboise 4x130g","Ingrédients : Yaourt (LAIT écrémé à base poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments lactiques (LAIT)) - Fruits : Fraise 10.8% ou Framboise 8% - Sucre 9.2% - Jus de carotte - Amidon transformé de maïs - Epaississant : Carraghénanes - Arômes naturels - Concentré des minéraux du LAIT.  LAIT D'ORIGINE FRANCE","
            388
        ","
            92
        ","
            2.3
        ","
            1.5
        ","
            13.4
        ","
            13
        ","
            3.4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-a-l-abricot-2x150g/pr-242588","adult","MAMIE NOVA Yaourt brassé à l'abricot 2x150g","Ingrédients : LAIT entier, fruits 16% : abricot, sucre 9.4%, protéines de LAIT, amidon, jus concentré de carotte, romarin, arôme naturel, épaississant : carraghénanes, arôme naturel de romarin, ferments lactiques (LAIT). algré tous nos soins, ce produit peut contenir des noyaux.","
            379
        ","
            90
        ","
            2.4
        ","
            1.6
        ","
            13.5
        ","
            13
        ","
            3.4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.3
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Auchan","https://www.auchan.fr/mamie-nova-yaourt-brasse-au-citron-2x150g/pr-643059","adult","MAMIE NOVA Yaourt brassé au citron 2x150g","LAIT entier, lemon curd 20% (sucre 34,4%, citron 30%, eau, BEURRE, jaune d'UF, amidon modifié, arôme naturel de citron, arôme, colorants : extrait de paprika - lutéine, émulsifiant : E471), sucre 4,2%, protéines de LAIT, ferments lactiques (LAIT).","
            468
        ","
            111
        ","
            4.6
        ","
            2.9
        ","
            14
        ","
            14
        ","
            3.5
        ","
            0.16
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Auchan","https://www.auchan.fr/cazaubon-yaourt-des-pyrenees-a-la-vanille-4x125g/pr-318259","adult","CAZAUBON Yaourt des Pyrénées à la vanille 4x125g","LAIT demi-écrémé, sucre, extrait naturel de vanille, ferments lactiques","
            395
        ","
            93.4
        ","
            3
        ","
            1.5
        ","
            12.6
        ","
            12.5
        ","
            3.3
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Auchan","https://www.auchan.fr/alsace-lait-yaourt-a-la-myrtille-4x125g/pr-47646","adult","ALSACE LAIT Yaourt à la myrtille 4x125g","LAIT partiellement concentré, sucre 9,1%, myrtille 7%, purée de myrtille 3%, amidon, épaississant : pectine, arôme naturel, FERMENTS LACTIQUES. *origine : France","
            411
        ","
            98
        ","
            2.8
        ","
            1.9
        ","
            14.9
        ","
            14.1
        ","
            2.9
        ","
            0.11
        ","
            6
        ","
            6
        ","
            5
        ","
            12
        ","
            8
        ","
            20
        ","
            7
        ","
            3
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Auchan","https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-pruneau-4x125g/pr-225677","adult","Activia Yaourts aux fruits bifidus pruneau  4x125g","LAIT entier (Origine: France) sucre (5,3%) pruneau (5%) réhydraté LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) arômes naturels correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)","
            380
        ","
            90
        ","
            3.3
        ","
            2.3
        ","
            11.5
        ","
            11
        ","
            3.3
        ","
            0.12
        ","
            6
        ","
            6
        ","
            6
        ","
            14
        ","
            6
        ","
            15
        ","
            8
        ","
            3
        ","0","0","0","
            117
        ","0","
            14
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Auchan","https://www.auchan.fr/danone-veloute-fruix-yaourts-aux-fruits-brasse-12x125g/pr-908839","adult","Danone Velouté fruix yaourts aux fruits brassé  12x125g","yaourt (LAIT) (84,6%) sucre (8,2% en moyenne) fruits (5%) (abricot, framboise, fraise, pêche) épaississant (amidon transformé / E1422) correcteurs d'acidité (acide citrique / E330, citrate de sodium / E331) concentré de carotte et de pomme (dans variétés pêche et abricot) concentré de carotte et de carotte pourpre (dans variété fraise) concentré de carotte pourpre (dans variété framboise) arômes LAIT : Origine France","
            394
        ","
            94
        ","
            2.9
        ","
            2
        ","
            13.4
        ","
            13
        ","
            3.4
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            119
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Auchan","https://www.auchan.fr/alsace-lait-yaourt-a-la-framboise-4x125g/pr-47611","adult","ALSACE LAIT Yaourt à la framboise 4x125g","LAIT* partiellement concentré, sucre 8,1%, framboise 6%, purée de framboise 4%, amidon, épaississant : pectine, jus concentré de carotte noire, arôme naturel, FERMENTS LACTIQUES.*origine : France&#xa0;","
            397
        ","
            94
        ","
            2.8
        ","
            1.9
        ","
            13.9
        ","
            13.3
        ","
            2.9
        ","
            0.11
        ","
            6
        ","
            6
        ","
            5
        ","
            12
        ","
            8
        ","
            22
        ","
            8
        ","
            3
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Auchan","https://www.auchan.fr/andros-mousse-de-fruits-a-la-framboise-2x80g/pr-221009","adult","ANDROS Mousse de fruits à la framboise 2x80g","Ingrédients : Framboise 47%, CREME 33%, sucre, LAIT entier, fécule, gélatine bovine, gélifiant : pectine de fruits, jus concentré de citron.","
            706
        ","
            169
        ","
            10
        ","
            6.6
        ","
            17
        ","
            16
        ","
            2.1
        ","
            0.06
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            1.4
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Auchan","https://www.auchan.fr/yoplait-yaourt-nature-citron-4x100g/pr-792185","adult","YOPLAIT Yaourt Nature, Citron 4x100g","Ingrédients : Yaourt 82% (LAIT écrémé, CREME, Poudre de LAIT écrémé, Ferments LACTIQUES (LAIT)) - Sucre 8.1% - Eau – Jus de citron 1.6% - Citron 0.9% - Amidon de maïs - Jus de potiron - Concentré des minéraux du LAIT - Epaississants : Carraghénanes, Gomme de guar - Arôme naturel de citron et autres arômes naturels. LAIT D'ORIGINE FRANCE","
            414
        ","
            98
        ","
            2.1
        ","
            1.4
        ","
            11.7
        ","
            11
        ","
            7.1
        ","
            0.12
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.1
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Auchan","https://www.auchan.fr/panier-de-yoplait-dessert-vegetal-aromatise-au-lait-d-amande-4x100g/pr-298806","adult","PANIER DE YOPLAIT Dessert végétal arômatisé au lait d'amande 4x100g","Ingrédients : Lait d'AMANDE 38% (Eau, purée d’AMANDE 7,2%) - Eau - Sucre 9.6% - Abricot 8.4% - Amidon transformé de manioc et de maïs - Phosphate de calcium - Epaississants : Pectine, Carraghénanes - Jus de citron - Arôme naturel - Concentré de carotte - Ferments.","
            433
        ","
            103
        ","
            3.8
        ","
            0.3
        ","
            14.8
        ","
            10.6
        ","
            1.7
        ","
            0.04
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","
            120
        ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
