"","shop","URL","type","name","ingredients","Valeurs Energétiques en Kj (ap100g/ml)","Valeurs Energétiques en Kcal (ap100g/ml)","Matières grasses (en g) (ap100g/ml)","dont acides gras saturés (en g) (ap100g/ml)","Glucides (en g) (ap100g/ml)","dont sucres (en g) (ap100g/ml)","Protéines (en g) (ap100g/ml)","Sel (en g) (ap100g/ml)","Valeurs Energétiques en Kj (ap_jour_%)","Valeurs Energétiques en Kcal (ap_jour_%)","Matières grasses (en g) (ap_jour_%)","dont acides gras saturés (en g) (ap_jour_%)","Glucides (en g) (ap_jour_%)","dont sucres (en g) (ap_jour_%)","Protéines (en g) (ap_jour_%)","Sel (en g) (ap_jour_%)","Fibres alimentaires (en g) (ap100g/ml)","Fibres alimentaires (en g) (ap_jour_%)","Vitamine D (en µg) (ap100g/ml)","Calcium (en mg) (ap100g/ml)","Vitamine D (en µg) (ap_jour_%)","Calcium (en mg) (ap_jour_%)","Amidon (en g) (ap100g/ml)","Vitamine E (en mg) (ap100g/ml)","Vitamine C (en mg) (ap100g/ml)","Vitamine B6 (en mg) (ap100g/ml)","Potassium (en mg) (ap100g/ml)","Chlorure (en mg) (ap100g/ml)","Magnésium (en mg) (ap100g/ml)","Zinc (en mg) (ap100g/ml)","Amidon (en g) (ap_jour_%)","Vitamine E (en mg) (ap_jour_%)","Vitamine C (en mg) (ap_jour_%)","Vitamine B6 (en mg) (ap_jour_%)","Potassium (en mg) (ap_jour_%)","Chlorure (en mg) (ap_jour_%)","Magnésium (en mg) (ap_jour_%)","Zinc (en mg) (ap_jour_%)","Vitamine A (en µg) (ap100g/ml)","Vitamine K (en µg) (ap100g/ml)","Thiamine (en mg) (ap100g/ml)","Riboflavine (en mg) (ap100g/ml)","Niacine (en mg) (ap100g/ml)","Acide folique (en µg) (ap100g/ml)","Vitamine B12 (en µg) (ap100g/ml)","Acide pantothénique (en mg) (ap100g/ml)","Phosphore (en mg) (ap100g/ml)","Fer (en mg) (ap100g/ml)","Cuivre (en mg) (ap100g/ml)","Manganèse (en mg) (ap100g/ml)","Fluorure (en mg) (ap100g/ml)","Iode (en µg) (ap100g/ml)","Vitamine A (en µg) (ap_jour_%)","Vitamine K (en µg) (ap_jour_%)","Thiamine (en mg) (ap_jour_%)","Riboflavine (en mg) (ap_jour_%)","Niacine (en mg) (ap_jour_%)","Acide folique (en µg) (ap_jour_%)","Vitamine B12 (en µg) (ap_jour_%)","Acide pantothénique (en mg) (ap_jour_%)","Phosphore (en mg) (ap_jour_%)","Fer (en mg) (ap_jour_%)","Cuivre (en mg) (ap_jour_%)","Manganèse (en mg) (ap_jour_%)","Fluorure (en mg) (ap_jour_%)","Iode (en µg) (ap_jour_%)"
"22","Auchan","https://www.auchan.fr/les-2-vaches-yaourt-bio-nature-brasse-4x115g/pr-797564","adult","Les 2 vaches Yaourt bio nature brassé 4x115g","LAIT entier biologique (97,3%), , LAIT écrémé en poudre biologique, ferments lactiques.","
            288
        ","
            69
        ","
            3.5
        ","
            2.4
        ","
            5.2
        ","
            5.2
        ","
            4.1
        ","
            0.15
        ","
            4
        ","
            4
        ","
            6
        ","
            14
        ","
            2
        ","
            7
        ","
            9
        ","
            3
        ","0","0","0","
            144
        ","0","
            21
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Auchan","https://www.auchan.fr/auchan-fromage-blanc-3-2-mg-1kg/pr-21760","adult","AUCHAN Fromage blanc 3.2% MG 1kg","Lait  écrémé pasteurisé ; crème pasteurisée (contient  lait ); ferments lactiques (contient  lait ).","
            302
        ","
            72
        ","
            3.2
        ","
            2.1
        ","
            3.2
        ","
            3.2
        ","
            7.6
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Auchan","https://www.auchan.fr/rians-mini-faisselle-4x100g/pr-22669","adult","RIANS Mini faisselle 4x100g","Présure animaleLAIT pasteuriséFerments LACTIQUES","
            305
        ","
            73
        ","
            4.4
        ","
            3
        ","
            4.5
        ","
            4.1
        ","
            3.8
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Auchan","https://www.auchan.fr/auchan-fromage-blanc-3-7-mg-8x100g/pr-273194","adult","AUCHAN Fromage blanc 3.7% MG 8x100g","Lait  demi écrémé pasteurisé, protéines de  lait , ferments  lactiques .  Elaboré à partir de lait origine France","
            300
        ","
            72
        ","
            3.7
        ","
            2.4
        ","
            3.2
        ","
            3.2
        ","
            6.4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Auchan","https://www.auchan.fr/yoplait-calin-fromage-blanc-3-2-mg-850g/pr-21614","adult","YOPLAIT Calin Fromage blanc 3.2% MG 850g","Ingrédients : LAIT écrémé partiellement déshydraté - LAIT écrémé - CREME - Concentré des minéraux du LAIT - Ferments LACTIQUES (LAIT) - Vitamine D. LAIT D'ORIGINE FRANCE","
            348
        ","
            83
        ","
            3.2
        ","
            2.2
        ","
            6.8
        ","
            6.8
        ","
            5.7
        ","
            0.12
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            0.1
        ","
            
        ","
            5
        ","
            240
        ","
            100
        ","
            30
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Auchan","https://www.auchan.fr/vrai-fromage-blanc-bio-0-mg-500g/pr-34711","adult","VRAI Fromage blanc bio 0% MG 500g","Ingrédients : LAIT écrémé pasteurisé*, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique","
            202
        ","
            48
        ","
            0
        ","
            0
        ","
            4.5
        ","
            4.5
        ","
            7.4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Auchan","https://www.auchan.fr/auchan-faisselle-4x100g/pr-29733","adult","AUCHAN Faisselle 4x100g","lait&#xa0; pasteurisé, &#xa0;crème&#xa0;pasteurisée (contient  lait ), préparation de protéines d’origine&#xa0;laitière&#xa0;(contient &#xa0;lait ), ferments lactiques&#xa0;(contient&#xa0; lait ), présure Elaboré à partir de lait origine France.","
            350
        ","
            84
        ","
            6
        ","
            4.5
        ","
            3.5
        ","
            3.5
        ","
            4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Auchan","https://www.auchan.fr/c-est-qui-le-patron-fromage-blanc-6-8-mg-1kg/pr-288129","adult","C'EST QUI LE PATRON ?! Fromage blanc 6.8%MG 1kg","LAIT entier et CREME pasteurisés (Origine : France), ferments lactiques, présure.","
            384
        ","
            92
        ","
            6.8
        ","
            4.3
        ","
            4.4
        ","
            3
        ","
            3.4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0.5
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Auchan","https://www.auchan.fr/auchan-fromage-blanc-3-1-500g/pr-794828","adult","AUCHAN Fromage blanc 3.1% 500g","Fromage blanc ( lait  écrémé pasteurisé,  crème  pasteurisée et ferments lactiques).","
            72
        ","
            301
        ","
            2.8
        ","
            1.9
        ","
            4.9
        ","
            4.9
        ","
            6.7
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Auchan","https://www.auchan.fr/danone-fromage-blanc-nature-3-2-mg-825g/pr-160219","adult","Danone  Fromage blanc nature 3,2% MG 825g","LAIT écrémé et crème (LAIT) pasteurisés ferments lactiques (LAIT) LAIT : Origine France","
            316
        ","
            75
        ","
            3.2
        ","
            2.2
        ","
            3.9
        ","
            3.9
        ","
            7.7
        ","
            0.09
        ","
            4
        ","
            4
        ","
            5
        ","
            11
        ","
            2
        ","
            4
        ","
            15
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Auchan","https://www.auchan.fr/rians-faisselle-6x100g/pr-653230","adult","RIANS Faisselle 6x100g","Présure animaleLAIT entier pasteurisé - LAIT de vacheCREME pasteuriséeFerments LACTIQUES","
            305
        ","
            73
        ","
            4.4
        ","
            3
        ","
            4.5
        ","
            4.1
        ","
            3.8
        ","
            0.13
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Auchan","https://www.auchan.fr/vrai-fromage-blanc-bio-3-6-mg-100g/pr-790886","adult","VRAI Fromage blanc bio 3.6% MG 100g","Ingrédients : LAIT pasteurisé*, ferments lactiques sélectionnés.  *Issus de l'agriculture biologique","
            319
        ","
            76
        ","
            3.6
        ","
            2.4
        ","
            3.7
        ","
            3.7
        ","
            7.2
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Auchan","https://www.auchan.fr/rians-faisselle-1kg/pr-21782","adult","RIANS Faisselle 1kg","Présure animaleLAIT entier pasteuriséFerments LACTIQUES-","
            317
        ","
            76
        ","
            4.5
        ","
            3.5
        ","
            4.8
        ","
            3.5
        ","
            4
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Auchan","https://www.auchan.fr/auchan-faisselle-au-lait-et-creme-pasteurisee-6-mg-1kg/pr-10388","adult","AUCHAN Faisselle au lait et crème pasteurisée 6%mg 1kg","Lait &#xa0;pasteurisé, crème&#xa0;pasteurisée (contient  lait ), préparation de protéines d’origine&#xa0;laitière&#xa0;(contient&#xa0; lait ), ferments lactiques&#xa0;(contient&#xa0; lait ), présure. Lait et dérivés du lait origine France","
            350
        ","
            84
        ","
            6
        ","
            4.1
        ","
            4.5
        ","
            3.4
        ","
            3
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Auchan","https://www.auchan.fr/auchan-bio-fromage-frais-nature-4x100g/pr-317874","adult","AUCHAN BIO Fromage frais nature 4x100g","Fromage frais nature au  lait  demi écrémé pasteurisé, source de calcium - contient plus de 82% d'humidité - issu de l'agriculture biologique  Elaboré à partir de lait origine France","
            306.6
        ","
            73.2
        ","
            3.6
        ","
            2.3
        ","
            2.9
        ","
            2.9
        ","
            7.3
        ","
            0.08
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Auchan","https://www.auchan.fr/vrai-fromage-blanc-au-lait-de-brebis-bio-4x100g/pr-917069","adult","Vrai Fromage blanc au lait de brebis bio 4x100g.","Ingrédients : LAIT de brebis pasteurisé*, ferments lactiques sélectionnés (LAIT)  *Issu de l'agriculture biologique","
            422
        ","
            101
        ","
            6.8
        ","
            4.6
        ","
            4.7
        ","
            4.7
        ","
            5.3
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Auchan","https://www.auchan.fr/alsace-lait-bibelskaes-aux-fines-herbes-500g/pr-20625","adult","ALSACE LAIT Bibelskaes aux fines herbes 500g","LAIT pasteurisé,&#xa0;CREME fraîche pasteurisée : 25%, fines herbes (persil, ciboulette, cerfeuil, échalote, ail) : 2,5%, sel, poivre, épaississant : xanthane, correcteur d'acidité : acide citrique, conservateur : sorbate de potassium, ferments LACTIQUES. *Origine : France","
            480
        ","
            115
        ","
            8.1
        ","
            5.5
        ","
            4.5
        ","
            4.5
        ","
            6.1
        ","
            0.8
        ","
            7
        ","
            7
        ","
            14
        ","
            35
        ","
            2
        ","
            6
        ","
            15
        ","
            17
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Auchan","https://www.auchan.fr/auchan-fromage-blanc-7-8-mg-4x100g/pr-860011","adult","Auchan Fromage blanc 7.8% MG 4x100g","Lait  écrémé pasteurisé, crème pasteurisée (contient  lait ), ferments lactiques (contient  lait ). Elaboré à partir de lait origine France","
            457
        ","
            110
        ","
            7.8
        ","
            5.1
        ","
            2.9
        ","
            2.9
        ","
            7
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Auchan","https://www.auchan.fr/jockey-fromage-blanc-nature-3-mg-8x100g/pr-809974","adult","Jockey Fromage blanc nature 3% MG 8x100g","Fromage blanc (64,9%) (LAIT) LAIT écrémé crème (LAIT) poudre de LAIT écrémé protéines de LAIT ferments lactiques (LAIT) vitamine D","
            303
        ","
            72
        ","
            3
        ","
            2.1
        ","
            4.4
        ","
            4.4
        ","
            6.9
        ","
            0.11
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","0","0","
            1.25
        ","
            130
        ","
            25
        ","
            16
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Auchan","https://www.auchan.fr/discount-fromage-frais-a-la-vanille-4x100g/pr-184582","adult","DISCOUNT Fromage frais à la vanille 4x100g","Fromage blanc au lait entier pasteurisé, sucre, eau, arômes, amidon modifié, sirop de glucose-fructose, épaississants:E412-E440I.","0","
            127
        ","
            5.8
        ","0","
            13.6
        ","0","
            5.1
        ","0","0",NA,NA,"0",NA,"0",NA,"0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-4x100g/pr-547366","adult","ALSACE LAIT Fromage blanc 4x100g","LAIT&#xa0;pasteurisé, CREME pasteurisée : 8,6%, ferments LACTIQUES. (*Origine des matières laitières : France)","
            299
        ","
            71
        ","
            2.8
        ","
            1.9
        ","
            5.1
        ","
            5.1
        ","
            6.4
        ","
            0.09
        ","
            4
        ","
            4
        ","
            5
        ","
            12
        ","
            2
        ","
            7
        ","
            16
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-nature-500g/pr-20624","adult","ALSACE LAIT Fromage blanc nature 500g","LAIT&NBSP;pasteurisé,&#xa0;CREME fraîche pasteurisée 25%, ferments&#xa0;LACTIQUES (*Origine des matières laitières : France)","
            485
        ","
            116
        ","
            8
        ","
            5.4
        ","
            4.6
        ","
            4.6
        ","
            6.5
        ","
            0.09
        ","
            7
        ","
            7
        ","
            14
        ","
            34
        ","
            2
        ","
            6
        ","
            16
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-1kg/pr-20629","adult","ALSACE LAIT Fromage blanc 1kg","LAIT pasteurisé, CREME fraîche pasteurisée, ferments LACTIQUES. (*Origine des matières laitières : France).","
            299
        ","
            71
        ","
            2.8
        ","
            1.9
        ","
            5.1
        ","
            5.1
        ","
            6.4
        ","
            0.09
        ","
            4
        ","
            4
        ","
            5
        ","
            12
        ","
            2
        ","
            7
        ","
            16
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-nature-1kg/pr-48934","adult","ALSACE LAIT Fromage blanc nature 1kg","LAIT&#xa0;pasteurisé,&#xa0;CREME fraîche pasteurisée, ferments LACTIQUES. (Origine des matières laitières : France)","
            485
        ","
            116
        ","
            8
        ","
            5.4
        ","
            4.6
        ","
            4.6
        ","
            6.5
        ","
            0.09
        ","
            7
        ","
            7
        ","
            14
        ","
            34
        ","
            2
        ","
            6
        ","
            16
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Auchan","https://www.auchan.fr/lait-du-forez-sarasson-fromage-frais-assaisonne-500g/pr-24211","adult","LAIT DU FOREZ Sarasson fromage frais assaisonné 500g","Lait entier pasteurisé (origine : France), crème pasteurisée (origine : France), sel, poivre, échalote, cerfeuil, présure, ferments lactiques sélectionnés.","
            426
        ","
            102
        ","
            7
        ","
            4.7
        ","
            4.8
        ","
            4.8
        ","
            5
        ","
            1.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Auchan","https://www.auchan.fr/auchan-fromage-blanc-allege-0-mg-9x20g/pr-794824","adult","AUCHAN Fromage blanc allégé 0%MG 9x20g","Fromage blanc ( lait  écrémé pasteurisé et ferments lactiques).","
            48
        ","
            206
        ","
            0.5
        ","
            0.2
        ","
            5
        ","
            5
        ","
            7.1
        ","
            0.09
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Auchan","https://www.auchan.fr/la-bressane-fromage-frais-en-faisselle-6x100g/pr-26388","adult","La Bressane Fromage frais en faisselle 6x100g","LAIT* écrémé pasteurisé,&#xa0;CREME* pasteurisée, poudre de LAIT* écrémé, ferments, présure.LAIT : origine FRANCE","
            338
        ","
            89
        ","
            4.5
        ","
            3.3
        ","
            5.9
        ","
            4.5
        ","
            4.3
        ","
            0.2
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Auchan","https://www.auchan.fr/la-ferme-du-prieure-faisselle-lait-entier-pasteurise-6x120g/pr-92500152","adult","La Ferme du Prieuré faisselle lait entier pasteurisé 6x120g","lait de vache entier pasteurisé, ferment lactique, présure","
            392
        ","
            94
        ","
            7
        ","
            5
        ","
            4
        ","
            4
        ","
            4.5
        ","
            0.02
        ",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Auchan","https://www.auchan.fr/calin-fromage-blanc-nature-450g/pr-658718","adult","CALIN Fromage blanc nature 450g","Ingrédients : LAIT écrémé partiellement déshydraté - LAIT écrémé - CREME - Concentré des minéraux du LAIT - Ferments LACTIQUES (LAIT) - Vitamine D. LAIT D'ORIGINE FRANCE","
            335
        ","
            80
        ","
            3.2
        ","
            2.2
        ","
            6.6
        ","
            6.6
        ","
            5.3
        ","
            0.12
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            
        ","
            0.1
        ","
            
        ","
            5
        ","
            240
        ","
            100
        ","
            30
        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Auchan","https://www.auchan.fr/alsace-lait-fromage-blanc-battu-100g/pr-11823","adult","ALSACE LAIT Fromage blanc battu 100g","LAIT pasteurisé, CREME fraîche pasteurisée, ferments LACTIQUES. (*Origine des matières laitières : France)","
            299
        ","
            71
        ","
            2.8
        ","
            1.9
        ","
            5.1
        ","
            5.1
        ","
            6.4
        ","
            0.09
        ","
            4
        ","
            4
        ","
            5
        ","
            12
        ","
            2
        ","
            7
        ","
            16
        ","
            2
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Auchan","https://www.auchan.fr/auchan-fromage-blanc-7-8-1kg/pr-21799","adult","AUCHAN Fromage blanc 7.8% 1kg","Lait  écrémé pasteurisé ; crème pasteurisée (contient  lait ); ferments lactiques (contient  lait ).","
            457
        ","
            110
        ","
            7.8
        ","
            5.1
        ","
            2.9
        ","
            2.9
        ","
            7
        ","
            0.1
        ",NA,NA,NA,NA,NA,NA,NA,NA,"
            0
        ",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Auchan","https://www.auchan.fr/alsace-lait-bibelskaes-aux-fines-herbes-2x125g/pr-656050","adult","ALSACE LAIT Bibelskaes aux fines herbes 2x125g","LAIT&NBSP;pasteurisé,&#xa0;CREME fraîche pasteurisée : 25%, fines herbes (persil, ciboulette, cerfeuil, échalote, ail) : 2,5%, sel, poivre, épaississant : xanthane, correcteur d'acidité : acide citrique, conservateur : sorbate de potassium, ferments LACTIQUES. (*Origine : France)","
            480
        ","
            115
        ","
            8.1
        ","
            5.5
        ","
            4.5
        ","
            4.5
        ","
            6.1
        ","
            0.8
        ","
            7
        ","
            7
        ","
            14
        ","
            35
        ","
            2
        ","
            6
        ","
            15
        ","
            17
        ","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
