"shop";"url";"type";"name";"ingredients";"val.energ.kcalp100";"val.energ.pkcalpj";"val.energ.kjp100";"val.energ.pkjpj";"mat.grasses.gp100";"dont.acides.gras.satures.gp100";"mat.grasses.ppj";"dont.acides.gras.satures.ppj";"glucides.gp100";"dont.sucres.gp100";"glucides.ppj";"dont.sucres.ppj";"proteines.gp100";"proteines.ppj";"sel.gp100";"sel.ppj";"a.folique.mcgp100";"a.folique.ppj";"a.pantothenique.mgp100";"a.pantothenique.ppj";"amidon.gp100";"amidon.ppj";"calcium.mgp100";"calcium.ppj";"chlorure.mgp100";"chlorure.ppj";"cuivre.mgp100";"cuivre.ppj";"f.aliment.gp100";"f.aliment.ppj";"fer.mgp100";"fer.ppj";"fluorure.mgp100";"fluorure.ppj";"iode.mcgp100";"iode.ppj";"magnesium.mgp100";"magnesium.ppj";"manganese.mgp100";"manganese.ppj";"niacine.mgp100";"niacine.ppj";"phosphore.mgp100";"phosphore.ppj";"potassium.mgp100";"potassium.ppj";"riboflavine.mgp100";"riboflavine.ppj";"thiamine.mgp100";"thiamine.ppj";"vitamine.a.mcgp100";"vitamine.a.ppj";"vitamine.b12.mcgp100";"vitamine.b12.ppj";"vitamine.b6.mgp100";"vitamine.b6.ppj";"vitamine.c.mgp100";"vitamine.c.ppj";"vitamine.d.mcgp100";"vitamine.d.ppj";"vitamine.e.mgp100";"vitamine.e.ppj";"vitamine.k.mcgp100";"vitamine.k.ppj";"zinc.mgp100";"zinc.ppj"
"Auchan";"https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-abricot-fraise-mangue-kiwi-8x125g/pr-225688";"adult";"Activia Yaourts aux fruits bifidus abricot-fraise-mangue-kiwi 8x125g";"LAIT entier (Origine: France) fruits (8,2% en moyenne) : fraise 8,3%, mangue 8,3%, abricot 8%, kiwi 8% sucre (6,2% en moyenne) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440, carraghénanes / E407) jus concentrés de carottes (dans variétés fraise et abricot) concentrés de carotte et de citrouille (dans variété mangue) concentré de spiruline et de carthame (dans variété kiwi) arômes naturels correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)";88;5;368;5;3,3;2,3;6;14;11,1;10,9;5;15;3,3;8;0,14;3;NA;NA;NA;NA;NA;NA;119;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/panier-de-yoplait-yaourt-fraise-framboise-4x130g/pr-298704";"adult";"Panier de Yoplait yaourt fraise framboise 4x130g";"Ingrédients : Yaourt (LAIT écrémé à base poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments lactiques (LAIT)) - Fruits : Fraise 10.8% ou Framboise 8% - Sucre 9.2% - Jus de carotte - Amidon transformé de maïs - Epaississant : Carraghénanes - Arômes naturels - Concentré des minéraux du LAIT.  LAIT D'ORIGINE FRANCE";92;NA;388;NA;2,3;1,5;NA;NA;13,4;13;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/mamie-nova-yaourt-brasse-a-l-abricot-2x150g/pr-242588";"adult";"MAMIE NOVA Yaourt brassé à l'abricot 2x150g";"Ingrédients : LAIT entier, fruits 16% : abricot, sucre 9.4%, protéines de LAIT, amidon, jus concentré de carotte, romarin, arôme naturel, épaississant : carraghénanes, arôme naturel de romarin, ferments lactiques (LAIT). algré tous nos soins, ce produit peut contenir des noyaux.";90;NA;379;NA;2,4;1,6;NA;NA;13,5;13;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/mamie-nova-yaourt-brasse-au-citron-2x150g/pr-643059";"adult";"MAMIE NOVA Yaourt brassé au citron 2x150g";"LAIT entier, lemon curd 20% (sucre 34,4%, citron 30%, eau, BEURRE, jaune d'UF, amidon modifié, arôme naturel de citron, arôme, colorants : extrait de paprika - lutéine, émulsifiant : E471), sucre 4,2%, protéines de LAIT, ferments lactiques (LAIT).";111;NA;468;NA;4,6;2,9;NA;NA;14;14;NA;NA;3,5;NA;0,16;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/cazaubon-yaourt-des-pyrenees-a-la-vanille-4x125g/pr-318259";"adult";"CAZAUBON Yaourt des Pyrénées à la vanille 4x125g";"LAIT demi-écrémé, sucre, extrait naturel de vanille, ferments lactiques";93,4;NA;395;NA;3;1,5;NA;NA;12,6;12,5;NA;NA;3,3;NA;0,12;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-yaourt-a-la-myrtille-4x125g/pr-47646";"adult";"ALSACE LAIT Yaourt à la myrtille 4x125g";"LAIT partiellement concentré, sucre 9,1%, myrtille 7%, purée de myrtille 3%, amidon, épaississant : pectine, arôme naturel, FERMENTS LACTIQUES. *origine : France";98;6;411;6;2,8;1,9;5;12;14,9;14,1;8;20;2,9;7;0,11;3;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-pruneau-4x125g/pr-225677";"adult";"Activia Yaourts aux fruits bifidus pruneau  4x125g";"LAIT entier (Origine: France) sucre (5,3%) pruneau (5%) réhydraté LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) arômes naturels correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)";90;6;380;6;3,3;2,3;6;14;11,5;11;6;15;3,3;8;0,12;3;NA;NA;NA;NA;NA;NA;117;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-veloute-fruix-yaourts-aux-fruits-brasse-12x125g/pr-908839";"adult";"Danone Velouté fruix yaourts aux fruits brassé  12x125g";"yaourt (LAIT) (84,6%) sucre (8,2% en moyenne) fruits (5%) (abricot, framboise, fraise, pêche) épaississant (amidon transformé / E1422) correcteurs d'acidité (acide citrique / E330, citrate de sodium / E331) concentré de carotte et de pomme (dans variétés pêche et abricot) concentré de carotte et de carotte pourpre (dans variété fraise) concentré de carotte pourpre (dans variété framboise) arômes LAIT : Origine France";94;NA;394;NA;2,9;2;NA;NA;13,4;13;NA;NA;3,4;NA;0,13;NA;NA;NA;NA;NA;NA;NA;119;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/alsace-lait-yaourt-a-la-framboise-4x125g/pr-47611";"adult";"ALSACE LAIT Yaourt à la framboise 4x125g";"LAIT* partiellement concentré, sucre 8,1%, framboise 6%, purée de framboise 4%, amidon, épaississant : pectine, jus concentré de carotte noire, arôme naturel, FERMENTS LACTIQUES.*origine : France&#xa0;";94;6;397;6;2,8;1,9;5;12;13,9;13,3;8;22;2,9;8;0,11;3;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/andros-mousse-de-fruits-a-la-framboise-2x80g/pr-221009";"adult";"ANDROS Mousse de fruits à la framboise 2x80g";"Ingrédients : Framboise 47%, CREME 33%, sucre, LAIT entier, fécule, gélatine bovine, gélifiant : pectine de fruits, jus concentré de citron.";169;NA;706;NA;10;6,6;NA;NA;17;16;NA;NA;2,1;NA;0,06;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;1,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/yoplait-yaourt-nature-citron-4x100g/pr-792185";"adult";"YOPLAIT Yaourt Nature, Citron 4x100g";"Ingrédients : Yaourt 82% (LAIT écrémé, CREME, Poudre de LAIT écrémé, Ferments LACTIQUES (LAIT)) - Sucre 8.1% - Eau – Jus de citron 1.6% - Citron 0.9% - Amidon de maïs - Jus de potiron - Concentré des minéraux du LAIT - Epaississants : Carraghénanes, Gomme de guar - Arôme naturel de citron et autres arômes naturels. LAIT D'ORIGINE FRANCE";98;NA;414;NA;2,1;1,4;NA;NA;11,7;11;NA;NA;7,1;NA;0,12;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/panier-de-yoplait-dessert-vegetal-aromatise-au-lait-d-amande-4x100g/pr-298806";"adult";"PANIER DE YOPLAIT Dessert végétal arômatisé au lait d'amande 4x100g";"Ingrédients : Lait d'AMANDE 38% (Eau, purée d’AMANDE 7,2%) - Eau - Sucre 9.6% - Abricot 8.4% - Amidon transformé de manioc et de maïs - Phosphate de calcium - Epaississants : Pectine, Carraghénanes - Jus de citron - Arôme naturel - Concentré de carotte - Ferments.";103;NA;433;NA;3,8;0,3;NA;NA;14,8;10,6;NA;NA;1,7;NA;0,04;NA;NA;NA;NA;NA;NA;NA;120;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-mure-framboise-4x125g/pr-225681";"adult";"Activia Yaourts aux fruits bifidus mûre framboise  4x125g";"LAIT entier (Origine: France) fruits (8%) : mûre 5,5%, framboise 2,5% sucre (6,4%) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) arôme naturel correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) concentré de carotte pourpre ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)";90;6;377;6;3,4;2,3;6;14;11,3;11;5;15;3,3;8;0,13;3;NA;NA;NA;NA;NA;NA;123;15;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/gervita-specialite-laitiere-nature-sur-lit-de-fraises-8x100g/pr-869522";"adult";"GERVITA Spécialité laitière nature sur lit de fraises 8x100g";"Fromage blanc (LAIT) (46,4%) crème (LAIT) fraise (10%) sucre (8,9%) poire (4,6%) sirop de glucose-fructose (2,8%) épaississants: amidon transformé (E1422), pectine(E440), gomme guar (E412) gélatine (non porcine) correcteurs d'acidité: acide citrique (E330), citrate de sodium (E331), citrates de calcium (E333) arômes (LAIT) colorants: cochenille (E120), béta-carotène (E160a) gousses de vanille épuisées ferments lactiques (LAIT) LAIT : Origine France";153;8;639;8;8,3;5,8;12;29;15;14,5;6;16;4,4;9;0,11;2;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-ananas-4x125g/pr-225672";"adult";"Activia Yaourts aux fruits bifidus ananas 4x125g";"LAIT entier (Origine: France) ananas (8%) sucre (5,9%) LAIT écrémé concentré ou en poudre (Origine: UE) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) arôme naturel correcteurs d'acidité (acide citrique / E330, citrates de sodium / E331) concentré de carotte ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)";88;6;371;6;3,3;2,3;6;14;11,3;11;5;15;3,3;8;0,12;3;NA;NA;NA;NA;NA;NA;117;14;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/savoie-yaourt-yaourt-bio-sur-lit-de-framboises-4x125g/pr-28740";"adult";"SAVOIE YAOURT Yaourt bio sur lit de framboises 4x125g";"LAIT*(origine : France) partiellement concentré, sucre de canne* 11%, framboise* 10%, jus de sureau concentré*, amidon*, épaississant&#xa0;: pectines, arômes naturels, FERMENTS LACTIQUES. *issu de l'agriculture biologique.&#xa0;";101;6;424;6;2,9;1,9;5;12;15;15;7;21;3;8;0,13;3;NA;NA;NA;NA;NA;NA;116;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourts-au-bifidus-et-aux-fruits-panaches-16x125g/pr-291459";"adult";"Activia Yaourts au bifidus et aux fruits panachés 16x125g";"LAIT entier (Origine: France) fruits: fraise (8,4%), mangue (8,3%), rhubarbe (8%), abricot (8%), cerise (8%), figue (8%) LAIT écrémé concentré ou en poudre (Origine: UE) sucre (6,3% en moyenne) amidon de tapioca (dans variétés cerise et rhubarbe) crème (LAIT) (Origine: France) épaississants (pectines de fruits (E440)) concentrés de carotte et de citrouille (dans variété mangue) ferments (dont ferments du yaourt et Bifidobacterium (Bifidus ActiRegularis)) (LAIT) arômes naturels (LAIT dans variétés fraise et figue) sucre caramélisé (dans variété rhubarbe) jus de citron, de carotte, et de carotte noire concentrés (dans variétés fraise, figue et abricot) concentré de carotte (dans variété figue) concentrés de carotte et de myrtille (dans variété cerise) concentré des minéraux du LAIT";87;NA;367;NA;2,8;2;NA;NA;11,7;11,5;NA;NA;3,7;NA;0,14;NA;NA;NA;NA;NA;NA;NA;138;17;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/savoie-yaourt-yaourt-bio-sur-lit-de-myrtilles-4x125g/pr-367615";"adult";"SAVOIE YAOURT Yaourt bio sur lit de myrtilles 4x125g";"LAIT* (origine : France) partiellement concentré, myrtille* 11%, sucre de canne* 9.5%, amidon, épaississant : pectines, arômes naturels, FERMENTS LACTIQUES.*issu de l'agriculture biologique.";97;6;409;6;2,8;1,9;5;12;15;14;7;20;3;7;0,11;2;NA;NA;NA;NA;NA;NA;108;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/activia-yaourts-aux-fruits-bifidus-myrtille-4x125g/pr-225401";"adult";"Activia Yaourts aux fruits bifidus myrtille 4x125g";"LAIT entier (Origine: France) LAIT écrémé concentré ou en poudre (Origine: UE) fruits (8%) : myrtille 4,8%, cassis 3,2% sucre (5,9%) crème (LAIT) (Origine: France) épaississants (amidon transformé / E1422, pectine / E440) jus concentré de sureau correcteur d'acidité (citrates de sodium / E331) arômes naturels ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)";92;NA;385;NA;3,4;2,3;NA;NA;11,3;11;NA;NA;3,7;NA;0,17;NA;NA;NA;NA;NA;NA;NA;135;16;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/auchan-yaourt-brasse-et-mixe-aux-fruits-rouges-4x125g/pr-868880";"adult";"AUCHAN Yaourt brassé et mixé aux fruits rouges 4x125g";"Lait  entier, sucre 9,8%, fruits (fraise 5% ou framboise 5% ou fruits rouges : cerise 1,5%, fraise 1,4%, groseille 1,4%, cassis 0,7%), protéines de  lait,  amidon modifié de maïs ; épaississants : gomme guar, pectines ; arômes naturels, colorant : carmins, jus de carotte noire, ferments  lactiques . Elaboré à partir de lait origine France";93;NA;390;NA;3;1,9;NA;NA;13,1;12,8;NA;NA;3,3;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-panache-de-yaourts-aux-fruits-6x125g/pr-300684";"adult";"PECHALOU Panaché de yaourts aux fruits 6x125g";"Yaourt 82% (LAIT ENTIEr 75%, LAIT éCRéMé EN POUDRE, sucre, ferments lactiques) préparation de fruit 18% ( abricot (morceaux et purée) 9% / fraise de Dordogne 10,3% / framboise (morceaux et purée) 11%, &#xa0;saccharose, amidon natif, aromes naturels, jus de citron concentré, selon le fruit :anti oxydant : acide ascorbique )";100;NA;420;NA;3;2;NA;NA;14,5;13,9;NA;NA;3,8;NA;0,15;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-brasse-a-la-mangue-4x125g/pr-26220";"adult";"PECHALOU Yaourt brassé à la mangue 4x125g";"LAIT entier 75,8 % - mangue (cube et purée) 9,6 % - sucre - LAIT écrémé en poudre - amidon natif de maïs - arômes naturels - ferments lactiques du yaourt - colorant naturel : jus concentré de carotte - jus de citron concentré.";97;NA;407;NA;3;1,9;NA;NA;13,9;13,4;NA;NA;3,7;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/recette-cremeuse-yaourts-aux-fruits-rouges-8x125g/pr-793097";"adult";"Recette crémeuse Yaourts aux fruits rouges  8x125g";"LAIT entier (Origine France) sucre (9,7% en moyenne) fruits (5,6%) (abricot, mirabelle, pêche) LAIT écrémé concentré ou en poudre (Origine UE) crème (LAIT) (Origine France) épaississants (amidons transformés / E1442, amidon transformé / E1422 (dans variété abricot), gomme guar / E412 (dans variétés abricot et pêche), carraghénanes / E407) sirop de glucose-fructose (0,6%) (dans variétés abricot et pêche) arômes ferments lactiques (LAIT) colorants (extrait de paprika / E160c, riboflavine / E101) (dans variétés abricot et pêche) correcteurs d'acidité (acide ascorbique / E300 (dans variété mirabelle), acide citrique / E330, citrate de sodium / E331)";104;6;436;6;3,3;2,3;6;15;15,4;14,6;7;20;3;8;0,15;3;NA;NA;NA;NA;NA;NA;106,6;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/les-300-bio-yaourt-brasse-bio-abricot-et-peche-4x125g/pr-288783";"adult";"LES 300 & BIO Yaourt brassé bio abricot et pêche 4x125g";"LAIT entier * 79% Sucre de canne * (teneur moyenne) 7.9% Abricot * 7% Pêche * 7% Crème (LAIT) * Poudre de LAIT écrémé * Amidon Arômes naturels Jus concentré de citron * Ferments lactiques (LAIT) * Ingrédients issus de l'agriculture biologique";95;NA;398;NA;4,1;2,5;NA;NA;11;11;NA;NA;3,5;NA;0,08;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/ker-ronan-yaourt-brasse-aux-myrtilles-4x125g/pr-129387";"adult";"KER RONAN Yaourt brassé aux myrtilles 4x125g";"LAIT entier 75,5% (origine: France, Morbihan), sucre myrtille 6,8%, LAIT écrémé en poudre, fermants lactiques du yaourt, amidon, gélifiant : pectine, arôme, conservateur du fruit: sorbate de potassium.";98;NA;412;NA;2,9;1,7;NA;NA;13,9;13,2;NA;NA;3,9;NA;0,1;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/panier-de-yoplait-yaourt-vegetal-au-lait-de-coco-mangue-passion-4x100g/pr-298802";"adult";"Panier de Yoplait Yaourt végétal au lait de coco mangue passion 4x100g";"Ingrédients : Lait de coco allégé 39% (Eau, Crème de noix de coco) - Eau - Mangue 8.8% - Sucre 8.8% - Amidon transformé de manioc - Fruit de la passion 2.2% - Jus de citron - Phosphate de Calcium - Amidon transformé de maïs - Arôme naturel - Epaississant : Carraghénanes - Sel - Correcteur d'acidité : Citrates de sodium - Concentré de Carotte et de Citrouille - Ferments lactiques.";98;NA;410;NA;4;3,6;NA;NA;14,7;10,1;NA;NA;0,5;NA;0,14;NA;NA;NA;NA;NA;NA;NA;120;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-brasse-a-la-fraise-de-dordogne-4x125g/pr-32210";"adult";"PECHALOU Yaourt brassé à la fraise de Dordogne 4x125g";"LAIT entier 77 % - fraise de Dordogne 10,3 % - sucre - LAIT écrémé en poudre - amidon transformé de maïs - arômes - ferments lactiques du yaourt - épaississants : carraghénanes - conservateur de fruit : sorbate de potassium.";130;NA;430;NA;3;1,09;NA;NA;15,2;14,9;NA;NA;3,8;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/mamie-nova-yaourt-a-la-fraise-des-bois-2x120g/pr-195339";"adult";"MAMIE NOVA Yaourt à la fraise des bois 2x120g";"Ingrédients : LAIT entier, CREME, sauce aux fraises et fraises des bois 11% (fruits 70 % : fraise 38% - fraise des bois 32%, sucre, amidon modifié, épaississants : carraghénanes - gomme guar, colorant : carmin de cochenille, arôme), sucre, protéines de LAIT, amidon modifié, gélatine bovine, épaississant : gomme guar, émulsifiant : E472b, arôme naturel de vanille, ferments lactiques (LAIT). Présence possible de SOJA et de FRUITS A COQUE.";136;NA;569;NA;7,7;5;NA;NA;13;11;NA;NA;3,6;NA;0,09;NA;NA;NA;NA;NA;NA;NA;113;14;NA;NA;NA;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/danone-yaourt-myrtille-cassis-2x145g/pr-327972";"adult";"DANONE Yaourt myrtille cassis 2x145g";"yaourt (LAIT entier (63,2%), LAIT écrémé concentré ou en poudre (11,1%),crème (LAIT) (1,9%), ferments lactiques (LAIT)) myrtille (8,0%) cassis(8,0%) sucre (6,3%) LAIT : Origine France";94;NA;394;NA;3;2;NA;NA;12,2;12,2;NA;NA;4;NA;0,18;NA;NA;NA;NA;NA;NA;NA;141;17;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
"Auchan";"https://www.auchan.fr/pechalou-yaourt-a-l-abricot-4x125g/pr-31954";"adult";"PECHALOU Yaourt à l'abricot 4x125g";"LAIT entier 77 % - sucre - abricot 8,2 % - LAIT écrémé en poudre - amidon transformé de maïs - arôme - ferments lactiques du yaourt - épaississants : pectine - conservateur de fruit : sorbate de potassium.";93;NA;388;NA;3;1,9;NA;NA;12,7;12;NA;NA;3,8;NA;0,13;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA
